A1,A2,A3,A4,A5,A6,A7,A8,C
6,45,37.5,330,C,115.5,B,155.5,D
1,46,230,828,A,308,A,347,C
16,21,9.1875,60.375,B,60.1875,A,84.1875,B
3,20,40,60,A,81,A,91,A
13,39,21,240,C,83,B,123,D
11,31,14.0909090909091,180.363636363636,C,83.0909090909091,B,127.090909090909,D
17,20,7.05882352941176,54.1176470588235,B,60.0588235294118,A,84.0588235294118,B
3,43,86,516,C,153,B,193,D
17,34,16,150,A,84,A,114,C
18,34,13.2222222222222,141.666666666667,A,72.2222222222222,A,111.222222222222,C
20,33,6.6,118.8,A,60.6,A,99.6,C
16,34,14.875,97.75,B,69.875,A,95.875,B
15,28,13.0666666666667,164.266666666667,C,69.0666666666667,B,113.066666666667,D
20,28,9.8,37.8,A,68.8,A,79.8,A
14,41,11.7142857142857,105.428571428571,B,80.7142857142857,A,100.714285714286,B
5,50,50,100,A,140,A,152,A
16,45,16.875,247.5,C,81.875,B,125.875,D
15,32,17.0666666666667,147.2,A,85.0666666666667,A,121.066666666667,C
16,36,18,108,B,82,A,106,B
3,40,66.6666666666667,426.666666666667,C,136.666666666667,B,184.666666666667,D
9,49,38.1111111111111,87.1111111111111,A,113.111111111111,A,126.111111111111,A
15,30,16,184,C,80,B,132,D
12,37,21.5833333333333,58.5833333333333,A,82.5833333333333,A,92.5833333333333,A
6,46,30.6666666666667,306.666666666667,C,97.6666666666667,B,145.666666666667,D
13,35,10.7692307692308,137.307692307692,A,68.7692307692308,A,104.769230769231,C
7,26,14.8571428571429,81.7142857142857,B,66.8571428571429,A,92.8571428571429,B
12,43,25.0833333333333,204.25,A,89.0833333333333,A,128.083333333333,C
13,43,13.2307692307692,56.2307692307692,A,82.2307692307692,A,94.2307692307692,A
17,38,15.6470588235294,53.6470588235294,A,86.6470588235294,A,99.6470588235294,A
3,48,112,160,A,194,A,207,A
13,25,9.61538461538461,138.461538461538,C,58.6153846153846,B,102.615384615385,D
9,21,18.6666666666667,79.3333333333333,B,68.6666666666667,A,94.6666666666667,B
10,44,26.4,281.6,C,100.4,B,144.4,D
20,28,9.8,37.8,A,63.8,A,76.8,A
9,35,19.4444444444444,108.888888888889,B,79.4444444444444,A,105.444444444444,B
14,34,9.71428571428571,43.7142857142857,A,67.7142857142857,A,79.7142857142857,A
4,41,82,492,C,156,B,200,D
18,33,14.6666666666667,190.666666666667,C,71.6666666666667,B,111.666666666667,D
18,43,14.3333333333333,57.3333333333333,A,93.3333333333333,A,103.333333333333,A
2,31,124,465,A,181,A,211,C
17,31,9.11764705882353,120.352941176471,A,72.1176470588235,A,105.117647058824,C
13,40,18.4615384615385,116.923076923077,B,80.4615384615385,A,106.461538461538,B
5,28,33.6,61.6,A,101.6,A,114.6,A
18,50,19.4444444444444,208.333333333333,A,104.444444444444,A,137.444444444444,C
5,22,30.8,211.2,C,75.8,B,119.8,D
15,26,13.8666666666667,119.6,A,60.8666666666667,A,93.8666666666667,C
8,37,18.5,166.5,A,83.5,A,122.5,C
16,44,19.25,63.25,A,89.25,A,99.25,A
12,25,16.6666666666667,41.6666666666667,A,61.6666666666667,A,72.6666666666667,A
2,27,54,81,A,108,A,119,A
11,38,20.7272727272727,176.181818181818,A,88.7272727272727,A,124.727272727273,C
11,23,16.7272727272727,39.7272727272727,A,71.7272727272727,A,81.7272727272727,A
16,45,11.25,168.75,A,94.25,A,127.25,C
13,28,8.61538461538461,109.846153846154,A,73.6153846153846,A,103.615384615385,C
5,29,29,116,B,88,A,110,B
5,44,61.6,105.6,A,129.6,A,141.6,A
10,41,32.8,73.8,A,98.8,A,109.8,A
19,37,7.78947368421053,89.5789473684211,B,78.7894736842105,A,98.7894736842105,B
16,32,12,176,C,65,B,109,D
4,48,84,396,A,162,A,192,C
3,41,95.6666666666667,546.666666666667,C,168.666666666667,B,212.666666666667,D
19,48,15.1578947368421,189.473684210526,A,99.1578947368421,A,129.157894736842,C
17,38,17.8823529411765,111.764705882353,B,93.8823529411765,A,113.882352941176,B
5,49,68.6,470.4,C,137.6,B,185.6,D
16,33,14.4375,94.875,B,71.4375,A,91.4375,B
14,41,14.6428571428571,222.571428571429,C,95.6428571428571,B,147.642857142857,D
6,22,22,44,A,80,A,93,A
18,43,9.55555555555556,105.111111111111,B,79.5555555555556,A,99.5555555555556,B
3,28,46.6666666666667,149.333333333333,B,100.666666666667,A,122.666666666667,B
2,23,57.5,161,B,117.5,A,137.5,B
9,28,24.8888888888889,211.555555555556,C,80.8888888888889,B,132.888888888889,D
13,27,14.5384615384615,124.615384615385,A,68.5384615384615,A,107.538461538462,C
10,37,18.5,166.5,A,94.5,A,124.5,C
3,41,82,246,B,150,A,176,B
1,49,343,392,A,427,A,440,A
18,24,5.33333333333333,88,A,64.3333333333333,A,100.333333333333,C
18,33,11,88,B,80,A,100,B
8,22,22,176,C,69,B,117,D
15,27,10.8,75.6,B,67.8,A,91.8,B
14,30,10.7142857142857,81.4285714285714,B,61.7142857142857,A,87.7142857142857,B
15,33,17.6,50.6,A,83.6,A,94.6,A
9,22,19.5555555555556,41.5555555555556,A,81.5555555555556,A,92.5555555555556,A
11,46,29.2727272727273,75.2727272727273,A,99.2727272727273,A,109.272727272727,A
2,49,171.5,441,B,257.5,A,283.5,B
11,20,12.7272727272727,65.4545454545455,B,65.7272727272727,A,85.7272727272727,B
10,33,13.2,92.4,B,66.2,A,86.2,B
13,36,13.8461538461538,99.6923076923077,B,88.8461538461538,A,112.846153846154,B
7,40,22.8571428571429,251.428571428571,C,98.8571428571429,B,142.857142857143,D
4,41,41,82,A,118,A,129,A
16,25,12.5,75,B,72.5,A,92.5,B
13,33,20.3076923076923,106.615384615385,B,90.3076923076923,A,114.307692307692,B
9,28,15.5555555555556,130.666666666667,A,72.5555555555556,A,102.555555555556,C
17,24,8.47058823529412,64.9411764705882,B,56.4705882352941,A,76.4705882352941,B
2,33,66,396,C,131,B,179,D
17,22,7.76470588235294,29.7647058823529,A,51.7647058823529,A,61.7647058823529,A
17,42,9.88235294117647,155.647058823529,A,88.8823529411765,A,127.882352941176,C
16,23,8.625,63.25,B,52.625,A,78.625,B
10,22,11,99,A,69,A,102,C
7,21,21,168,C,66,B,118,D
13,48,14.7692307692308,125.538461538462,B,95.7692307692308,A,115.769230769231,B
13,32,19.6923076923077,103.384615384615,B,76.6923076923077,A,96.6923076923077,B
14,41,17.5714285714286,58.5714285714286,A,94.5714285714286,A,105.571428571429,A
6,38,25.3333333333333,126.666666666667,B,83.3333333333333,A,103.333333333333,B
20,37,12.95,149.85,A,82.95,A,118.95,C
2,46,161,414,B,238,A,260,B
5,46,46,184,B,122,A,144,B
14,49,21,140,B,109,A,129,B
16,28,12.25,40.25,A,66.25,A,77.25,A
10,23,13.8,110.4,A,71.8,A,107.8,C
3,21,28,147,A,82,A,121,C
1,24,120,288,B,181,A,201,B
13,20,7.69230769230769,110.769230769231,C,48.6923076923077,B,92.6923076923077,D
7,41,46.8571428571429,351.428571428571,C,112.857142857143,B,160.857142857143,D
13,36,16.6153846153846,210.461538461538,C,85.6153846153846,B,137.615384615385,D
10,32,25.6,230.4,C,82.6,B,122.6,D
7,34,19.4285714285714,160.285714285714,A,73.4285714285714,A,106.428571428571,C
17,32,9.41176470588235,124.235294117647,A,66.4117647058823,A,99.4117647058823,C
4,44,66,110,A,132,A,145,A
19,38,10,144,A,70,A,103,C
3,30,70,300,A,120,A,153,C
11,29,21.0909090909091,50.0909090909091,A,85.0909090909091,A,98.0909090909091,A
9,45,30,75,A,107,A,119,A
9,38,33.7777777777778,287.111111111111,C,95.7777777777778,B,139.777777777778,D
13,28,15.0769230769231,172.307692307692,C,81.0769230769231,B,129.076923076923,D
5,35,42,154,B,99,A,121,B
16,21,5.25,105,C,50.25,B,90.25,D
12,37,21.5833333333333,175.75,A,98.5833333333333,A,137.583333333333,C
8,26,19.5,91,B,84.5,A,104.5,B
17,41,16.8823529411765,173.647058823529,A,93.8823529411765,A,123.882352941176,C
5,37,44.4,81.4,A,114.4,A,125.4,A
6,45,37.5,82.5,A,110.5,A,122.5,A
10,31,21.7,158.1,A,89.7,A,128.7,C
4,42,52.5,189,B,134.5,A,156.5,B
11,41,26.0909090909091,268.363636363636,C,99.0909090909091,B,151.090909090909,D
1,25,175,600,A,224,A,263,C
3,26,60.6666666666667,260,A,109.666666666667,A,145.666666666667,C
9,28,15.5555555555556,174.222222222222,C,76.5555555555556,B,128.555555555556,D
6,34,34,272,C,92,B,132,D
17,29,11.9411764705882,81.8823529411765,B,63.9411764705882,A,87.9411764705882,B
3,39,65,416,C,124,B,168,D
19,39,16.4210526315789,166.263157894737,A,79.4210526315789,A,112.421052631579,C
16,37,11.5625,194.25,C,82.5625,B,122.5625,D
13,24,12.9230769230769,147.692307692308,C,65.9230769230769,B,109.923076923077,D
18,20,7.77777777777778,55.5555555555556,B,57.7777777777778,A,81.7777777777778,B
4,25,50,225,A,97,A,133,C
6,20,13.3333333333333,66.6666666666667,B,71.3333333333333,A,95.3333333333333,B
18,27,7.5,34.5,A,68.5,A,79.5,A
1,36,144,360,B,205,A,227,B
1,22,154,704,C,199,B,247,D
4,38,76,456,C,148,B,196,D
15,28,14.9333333333333,128.8,A,68.9333333333333,A,107.933333333333,C
17,45,15.8823529411765,243.529411764706,C,93.8823529411765,B,137.882352941176,D
5,46,36.8,248.4,A,115.8,A,148.8,C
13,35,21.5384615384615,113.076923076923,B,80.5384615384615,A,102.538461538462,B
4,50,50,400,C,120,B,168,D
2,44,176,660,A,252,A,285,C
3,37,61.6666666666667,296,A,134.666666666667,A,173.666666666667,C
12,28,16.3333333333333,177.333333333333,C,77.3333333333333,B,129.333333333333,D
7,25,25,150,A,90,A,120,C
10,31,15.5,46.5,A,71.5,A,81.5,A
4,36,36,288,C,97,B,137,D
20,27,9.45,72.9,B,69.45,A,95.45,B
7,24,13.7142857142857,113.142857142857,A,57.7142857142857,A,96.7142857142857,C
20,29,10.15,78.3,B,78.15,A,100.15,B
19,45,14.2105263157895,177.631578947368,A,82.2105263157895,A,115.210526315789,C
10,40,32,72,A,111,A,123,A
3,35,81.6666666666667,233.333333333333,B,151.666666666667,A,173.666666666667,B
8,40,25,195,A,103,A,133,C
2,43,172,860,C,241,B,293,D
10,26,13,117,A,79,A,109,C
9,36,24,240,C,85,B,137,D
6,49,49,294,A,125,A,155,C
18,22,6.11111111111111,28.1111111111111,A,51.1111111111111,A,62.1111111111111,A
20,32,8,40,A,63,A,76,A
8,35,17.5,157.5,A,86.5,A,119.5,C
5,32,25.6,115.2,B,81.6,A,107.6,B
20,24,7.2,124.8,C,56.2,B,108.2,D
12,31,20.6666666666667,103.333333333333,B,87.6666666666667,A,109.666666666667,B
9,47,41.7777777777778,88.7777777777778,A,114.777777777778,A,125.777777777778,A
9,43,23.8888888888889,133.777777777778,B,95.8888888888889,A,115.888888888889,B
16,27,11.8125,38.8125,A,73.8125,A,85.8125,A
4,47,47,188,B,115,A,137,B
10,47,28.2,150.4,B,112.2,A,138.2,B
4,20,25,45,A,84,A,96,A
18,22,4.88888888888889,80.6666666666667,A,48.8888888888889,A,78.8888888888889,C
14,24,12,36,A,67,A,78,A
3,24,40,64,A,103,A,116,A
1,35,245,280,A,311,A,321,A
8,33,28.875,61.875,A,83.875,A,96.875,A
6,31,41.3333333333333,217,A,104.333333333333,A,134.333333333333,C
19,30,6.31578947368421,36.3157894736842,A,72.3157894736842,A,85.3157894736842,A
4,36,45,243,A,117,A,147,C
14,44,15.7142857142857,238.857142857143,C,91.7142857142857,B,135.714285714286,D
14,45,25.7142857142857,141.428571428571,B,94.7142857142857,A,114.714285714286,B
20,50,15,65,A,89,A,102,A
5,30,30,120,B,90,A,112,B
8,43,37.625,161.25,B,109.625,A,133.625,B
16,41,15.375,169.125,A,95.375,A,128.375,C
19,39,8.21052631578947,188.842105263158,C,68.2105263157895,B,116.210526315789,D
20,36,10.8,46.8,A,84.8,A,96.8,A
14,27,15.4285714285714,127.285714285714,A,78.4285714285714,A,114.428571428571,C
17,41,12.0588235294118,53.0588235294118,A,87.0588235294118,A,99.0588235294118,A
13,23,7.07692307692308,30.0769230769231,A,52.0769230769231,A,64.0769230769231,A
3,34,90.6666666666667,498.666666666667,C,147.666666666667,B,195.666666666667,D
14,21,9,60,B,55,A,81,B
2,23,92,460,C,148,B,196,D
20,22,5.5,110,C,66.5,B,106.5,D
10,48,38.4,172.8,B,115.4,A,135.4,B
5,40,48,352,C,122,B,166,D
2,22,88,220,B,149,A,173,B
16,46,23,276,C,108,B,160,D
11,40,25.4545454545455,196.363636363636,A,103.454545454545,A,139.454545454545,C
15,32,10.6666666666667,128,A,78.6666666666667,A,117.666666666667,C
15,24,6.4,91.2,A,52.4,A,88.4,C
16,31,11.625,127.875,A,73.625,A,106.625,C
11,49,26.7272727272727,75.7272727272727,A,106.727272727273,A,117.727272727273,A
7,42,24,264,C,92,B,140,D
2,50,200,500,B,279,A,303,B
5,33,26.4,59.4,A,92.4,A,103.4,A
13,26,8,34,A,68,A,78,A
18,21,5.83333333333333,107.333333333333,C,63.8333333333333,B,107.833333333333,D
20,33,9.9,171.6,C,71.9,B,111.9,D
2,34,119,459,A,191,A,230,C
9,20,13.3333333333333,100,A,72.3333333333333,A,111.333333333333,C
13,41,15.7692307692308,113.538461538462,B,81.7692307692308,A,101.769230769231,B
9,30,13.3333333333333,43.3333333333333,A,68.3333333333333,A,78.3333333333333,A
3,40,106.666666666667,440,A,177.666666666667,A,207.666666666667,C
15,38,20.2666666666667,174.8,A,94.2666666666667,A,127.266666666667,C
14,25,14.2857142857143,157.142857142857,C,79.2857142857143,B,119.285714285714,D
10,37,22.2,118.4,B,88.2,A,114.2,B
18,27,12,156,C,74,B,118,D
2,41,102.5,430.5,A,163.5,A,199.5,C
17,37,15.2352941176471,156.705882352941,A,77.235294117647,A,110.235294117647,C
20,40,10,50,A,90,A,101,A
5,45,36,243,A,112,A,145,C
8,49,42.875,91.875,A,130.875,A,142.875,A
13,35,10.7692307692308,137.307692307692,A,76.7692307692308,A,109.769230769231,C
16,44,19.25,253,C,88.25,B,140.25,D
9,32,14.2222222222222,92.4444444444444,B,75.2222222222222,A,99.2222222222222,B
9,22,9.77777777777778,31.7777777777778,A,55.7777777777778,A,67.7777777777778,A
16,20,5,100,C,47,B,99,D
15,33,17.6,50.6,A,76.6,A,89.6,A
8,21,15.75,36.75,A,66.75,A,77.75,A
20,21,8.4,58.8,B,54.4,A,76.4,B
19,28,8.84210526315789,73.6842105263158,B,73.8421052631579,A,93.8421052631579,B
13,28,10.7692307692308,38.7692307692308,A,73.7692307692308,A,85.7692307692308,A
9,29,25.7777777777778,54.7777777777778,A,88.7777777777778,A,99.7777777777778,A
2,44,110,154,A,190,A,201,A
16,34,14.875,195.5,C,79.875,B,131.875,D
11,22,12,102,A,66,A,96,C
17,39,9.17647058823529,144.529411764706,A,82.1764705882353,A,121.176470588235,C
6,21,17.5,77,B,67.5,A,87.5,B
13,24,11.0769230769231,70.1538461538462,B,74.0769230769231,A,96.0769230769231,B
9,44,19.5555555555556,63.5555555555556,A,92.5555555555556,A,104.555555555556,A
15,41,13.6666666666667,218.666666666667,C,77.6666666666667,B,117.666666666667,D
2,20,70,270,A,130,A,169,C
7,31,35.4285714285714,199.285714285714,A,89.4285714285714,A,128.428571428571,C
5,28,28,168,A,85,A,118,C
18,26,8.66666666666667,69.3333333333333,B,57.6666666666667,A,81.6666666666667,B
11,33,18,204,C,82,B,126,D
10,26,18.2,132.6,A,68.2,A,107.2,C
9,47,26.1111111111111,146.222222222222,B,98.1111111111111,A,124.111111111111,B
19,39,12.3157894736842,153.947368421053,A,71.3157894736842,A,101.315789473684,C
1,22,88,440,C,130,B,182,D
7,22,18.8571428571429,81.7142857142857,B,63.8571428571429,A,89.8571428571429,B
9,38,29.5555555555556,202.666666666667,A,100.555555555556,A,136.555555555556,C
13,27,10.3846153846154,112.153846153846,A,76.3846153846154,A,115.384615384615,C
15,39,13,208,C,77,B,125,D
16,37,16.1875,212.75,C,91.1875,B,139.1875,D
9,46,35.7777777777778,327.111111111111,C,109.777777777778,B,161.777777777778,D
15,39,15.6,54.6,A,94.6,A,105.6,A
12,28,9.33333333333333,149.333333333333,C,76.3333333333333,B,128.333333333333,D
9,47,36.5555555555556,334.222222222222,C,117.555555555556,B,169.555555555556,D
10,50,20,280,C,108,B,152,D
2,43,86,258,B,153,A,173,B
11,41,18.6363636363636,178.909090909091,A,99.6363636363637,A,132.636363636364,C
18,39,10.8333333333333,149.5,A,76.8333333333333,A,106.833333333333,C
17,32,9.41176470588235,124.235294117647,A,76.4117647058823,A,112.411764705882,C
13,38,23.3846153846154,184.153846153846,A,97.3846153846154,A,127.384615384615,C
15,43,11.4666666666667,108.933333333333,B,84.4666666666667,A,106.466666666667,B
9,30,20,50,A,75,A,87,A
9,39,34.6666666666667,221,A,93.6666666666667,A,129.666666666667,C
3,25,50,75,A,102,A,114,A
2,31,93,124,A,150,A,161,A
10,21,16.8,151.2,C,60.8,B,112.8,D
17,35,10.2941176470588,135.882352941176,A,74.2941176470588,A,107.294117647059,C
3,21,35,224,C,76,B,116,D
9,31,24.1111111111111,55.1111111111111,A,88.1111111111111,A,101.111111111111,A
18,37,14.3888888888889,205.555555555556,C,72.3888888888889,B,124.388888888889,D
13,27,16.6153846153846,130.846153846154,A,77.6153846153846,A,107.615384615385,C
17,39,9.17647058823529,96.3529411764706,B,87.1764705882353,A,109.176470588235,B
18,32,10.6666666666667,128,A,68.6666666666667,A,107.666666666667,C
15,41,19.1333333333333,120.266666666667,B,100.133333333333,A,122.133333333333,B
9,35,23.3333333333333,58.3333333333333,A,93.3333333333333,A,104.333333333333,A
9,36,28,64,A,92,A,103,A
20,31,10.85,167.4,C,64.85,B,108.85,D
2,24,48,288,C,97,B,141,D
6,42,42,84,A,105,A,118,A
7,39,22.2857142857143,183.857142857143,A,95.2857142857143,A,125.285714285714,C
7,43,49.1428571428571,184.285714285714,B,129.142857142857,A,153.142857142857,B
20,50,10,60,A,95,A,107,A
5,49,58.8,107.8,A,133.8,A,143.8,A
3,20,40,60,A,84,A,94,A
16,22,8.25,30.25,A,68.25,A,79.25,A
10,24,16.8,163.2,C,63.8,B,115.8,D
8,43,37.625,80.625,A,101.625,A,113.625,A
17,49,14.4117647058824,253.647058823529,C,102.411764705882,B,142.411764705882,D
11,43,31.2727272727273,74.2727272727273,A,114.272727272727,A,125.272727272727,A
13,23,7.07692307692308,90.2307692307692,A,57.0769230769231,A,90.0769230769231,C
19,23,6.05263157894737,87.1578947368421,A,56.0526315789474,A,92.0526315789474,C
8,43,32.25,225.75,A,98.25,A,137.25,C
5,30,30,60,A,89,A,101,A
19,21,8.8421052631579,119.368421052632,C,55.8421052631579,B,95.8421052631579,D
1,38,152,570,A,221,A,254,C
7,36,25.7142857142857,123.428571428571,B,98.7142857142857,A,124.714285714286,B
3,39,104,286,B,170,A,190,B
11,41,18.6363636363636,238.545454545455,C,79.6363636363636,B,131.636363636364,D
11,37,13.4545454545455,100.909090909091,B,88.4545454545455,A,108.454545454545,B
2,33,99,264,B,165,A,187,B
1,50,300,700,B,380,A,400,B
2,26,65,273,A,116,A,155,C
19,30,11.0526315789474,123.157894736842,A,75.0526315789474,A,108.052631578947,C
15,39,13,156,A,91,A,130,C
15,44,11.7333333333333,167.2,A,87.7333333333333,A,117.733333333333,C
14,38,21.7142857142857,179.142857142857,A,88.7142857142857,A,124.714285714286,C
6,24,20,176,C,75,B,127,D
4,39,39,312,C,109,B,153,D
6,22,25.6666666666667,47.6666666666667,A,79.6666666666667,A,92.6666666666667,A
2,26,52,78,A,112,A,124,A
4,50,100,300,B,173,A,197,B
15,44,20.5333333333333,129.066666666667,B,90.5333333333333,A,116.533333333333,B
8,25,18.75,131.25,A,81.75,A,114.75,C
17,47,11.0588235294118,58.0588235294118,A,91.0588235294118,A,101.058823529412,A
15,38,12.6666666666667,50.6666666666667,A,73.6666666666667,A,83.6666666666667,A
5,39,46.8,85.8,A,110.8,A,121.8,A
14,43,24.5714285714286,135.142857142857,B,104.571428571429,A,130.571428571429,B
20,43,15.05,232.2,C,86.05,B,134.05,D
1,25,100,250,B,156,A,182,B
6,29,29,58,A,92,A,104,A
11,35,25.4545454545455,181.363636363636,A,96.4545454545455,A,135.454545454545,C
3,34,45.3333333333333,238,A,117.333333333333,A,153.333333333333,C
3,41,95.6666666666667,273.333333333333,B,170.666666666667,A,192.666666666667,B
20,24,6,30,A,62,A,73,A
3,41,82,492,C,159,B,211,D
15,37,9.86666666666667,140.6,A,70.8666666666667,A,100.866666666667,C
10,46,27.6,73.6,A,98.6,A,108.6,A
1,29,174,406,B,225,A,247,B
9,43,38.2222222222222,324.888888888889,C,119.222222222222,B,167.222222222222,D
20,24,9.6,100.8,A,69.6,A,105.6,C
17,25,11.7647058823529,110.294117647059,A,69.7647058823529,A,108.764705882353,C
3,30,60,90,A,113,A,125,A
19,30,9.47368421052632,39.4736842105263,A,73.4736842105263,A,85.4736842105263,A
12,24,10,68,B,70,A,94,B
16,34,12.75,93.5,B,76.75,A,100.75,B
5,48,48,384,C,133,B,185,D
6,50,41.6666666666667,183.333333333333,B,114.666666666667,A,136.666666666667,B
8,42,26.25,273,C,102.25,B,154.25,D
14,46,19.7142857142857,65.7142857142857,A,105.714285714286,A,117.714285714286,A
20,38,15.2,106.4,B,80.2,A,104.2,B
13,37,11.3846153846154,145.153846153846,A,69.3846153846154,A,102.384615384615,C
2,43,107.5,150.5,A,176.5,A,186.5,A
12,20,6.66666666666667,106.666666666667,C,57.6666666666667,B,109.666666666667,D
8,21,13.125,136.5,C,56.125,B,108.125,D
16,28,10.5,77,B,72.5,A,98.5,B
1,28,224,252,A,291,A,302,A
3,26,69.3333333333333,190.666666666667,B,118.333333333333,A,142.333333333333,B
16,33,16.5,198,C,79.5,B,131.5,D
15,35,14,147,A,79,A,112,C
18,50,22.2222222222222,216.666666666667,A,97.2222222222222,A,133.222222222222,C
5,47,75.2,366.6,A,157.2,A,193.2,C
11,36,26.1818181818182,248.727272727273,C,92.1818181818182,B,144.181818181818,D
8,25,18.75,175,C,82.75,B,130.75,D
13,29,13.3846153846154,169.538461538462,C,82.3846153846154,B,126.384615384615,D
11,47,17.0909090909091,128.181818181818,B,91.0909090909091,A,117.090909090909,B
5,35,49,336,C,104,B,144,D
18,35,7.77777777777778,171.111111111111,C,73.7777777777778,B,125.777777777778,D
3,44,102.666666666667,586.666666666667,C,184.666666666667,B,236.666666666667,D
9,49,21.7777777777778,283.111111111111,C,108.777777777778,B,148.777777777778,D
3,30,50,320,C,108,B,156,D
7,20,17.1428571428571,148.571428571429,C,76.1428571428571,B,116.142857142857,D
10,40,32,144,B,95,A,115,B
7,32,18.2857142857143,150.857142857143,A,90.2857142857143,A,129.285714285714,C
5,30,48,234,A,116,A,149,C
8,49,49,294,A,126,A,162,C
13,27,12.4615384615385,157.846153846154,C,64.4615384615385,B,112.461538461538,D
7,22,15.7142857142857,37.7142857142857,A,67.7142857142857,A,80.7142857142857,A
9,21,16.3333333333333,37.3333333333333,A,74.3333333333333,A,84.3333333333333,A
6,48,48,96,A,122,A,134,A
3,32,42.6666666666667,224,A,114.666666666667,A,153.666666666667,C
20,21,6.3,81.9,A,48.3,A,81.3,C
12,45,30,150,B,113,A,137,B
4,39,39,156,B,106,A,130,B
12,39,19.5,234,C,89.5,B,137.5,D
15,35,14,147,A,80,A,116,C
1,42,336,378,A,406,A,418,A
20,21,4.2,50.4,B,57.2,A,79.2,B
7,46,39.4285714285714,170.857142857143,B,114.428571428571,A,140.428571428571,B
19,22,9.26315789473684,125.052631578947,C,64.2631578947368,B,104.263157894737,D
9,25,11.1111111111111,108.333333333333,A,62.1111111111111,A,101.111111111111,C
14,38,21.7142857142857,119.428571428571,B,90.7142857142857,A,110.714285714286,B
15,38,15.2,212.8,C,75.2,B,123.2,D
5,45,72,234,B,147,A,169,B
13,34,20.9230769230769,219.692307692308,C,80.9230769230769,B,120.923076923077,D
14,47,23.5,282,C,107.5,B,155.5,D
2,35,122.5,630,C,197.5,B,241.5,D
8,28,21,196,C,77,B,125,D
2,45,180,450,B,246,A,272,B
4,28,56,252,A,104,A,134,C
5,28,44.8,145.6,B,98.8,A,120.8,B
13,27,14.5384615384615,83.0769230769231,B,61.5384615384615,A,85.5384615384615,B
11,22,12,68,B,63,A,85,B
13,31,11.9230769230769,42.9230769230769,A,66.9230769230769,A,76.9230769230769,A
11,44,32,152,B,101,A,125,B
17,21,4.94117647058824,77.8235294117647,A,55.9411764705882,A,85.9411764705882,C
18,25,5.55555555555556,61.1111111111111,B,59.5555555555556,A,85.5555555555556,B
8,43,21.5,64.5,A,86.5,A,97.5,A
16,40,15,165,A,81,A,111,C
7,33,23.5714285714286,113.142857142857,B,82.5714285714286,A,102.571428571429,B
1,33,264,297,A,318,A,331,A
19,20,7.36842105263158,27.3684210526316,A,52.3684210526316,A,64.3684210526316,A
1,38,228,798,A,292,A,331,C
14,45,16.0714285714286,61.0714285714286,A,82.0714285714286,A,95.0714285714286,A
10,35,28,126,B,90,A,116,B
11,21,11.4545454545455,32.4545454545455,A,69.4545454545455,A,82.4545454545455,A
7,37,26.4285714285714,190.285714285714,A,91.4285714285714,A,127.428571428571,C
11,36,22.9090909090909,235.636363636364,C,78.9090909090909,B,118.909090909091,D
8,22,19.25,41.25,A,66.25,A,77.25,A
6,20,16.6666666666667,36.6666666666667,A,69.6666666666667,A,79.6666666666667,A
9,50,38.8888888888889,266.666666666667,A,112.888888888889,A,151.888888888889,C
13,48,25.8461538461538,147.692307692308,B,111.846153846154,A,137.846153846154,B
12,40,13.3333333333333,53.3333333333333,A,93.3333333333333,A,106.333333333333,A
14,42,15,228,C,91,B,139,D
14,41,23.4285714285714,193.285714285714,A,88.4285714285714,A,127.428571428571,C
10,31,21.7,52.7,A,80.7,A,90.7,A
2,45,135,180,A,210,A,223,A
20,25,10,140,C,60,B,100,D
14,20,5.71428571428571,51.4285714285714,B,65.7142857142857,A,87.7142857142857,B
18,24,10.6666666666667,138.666666666667,C,54.6666666666667,B,94.6666666666667,D
1,49,196,245,A,283,A,294,A
2,36,108,144,A,180,A,191,A
18,21,5.83333333333333,107.333333333333,C,49.8333333333333,B,97.8333333333333,D
8,36,31.5,67.5,A,102.5,A,114.5,A
2,34,119,612,C,178,B,230,D
4,38,38,228,A,115,A,148,C
12,36,15,153,A,77,A,110,C
16,43,21.5,193.5,A,94.5,A,133.5,C
14,50,28.5714285714286,157.142857142857,B,99.5714285714286,A,123.571428571429,B
13,45,20.7692307692308,197.307692307692,A,90.7692307692308,A,129.769230769231,C
18,50,22.2222222222222,72.2222222222222,A,99.2222222222222,A,111.222222222222,A
8,48,48,96,A,125,A,138,A
8,26,26,104,B,84,A,110,B
20,31,9.3,80.6,B,65.3,A,87.3,B
8,35,26.25,61.25,A,86.25,A,98.25,A
13,31,14.3076923076923,45.3076923076923,A,82.3076923076923,A,95.3076923076923,A
19,46,16.9473684210526,188.842105263158,A,86.9473684210526,A,122.947368421053,C
4,38,76,342,A,148,A,187,C
1,29,203,696,A,253,A,289,C
12,50,33.3333333333333,83.3333333333333,A,115.333333333333,A,125.333333333333,A
9,24,21.3333333333333,45.3333333333333,A,70.3333333333333,A,82.3333333333333,A
7,32,32,64,A,85,A,95,A
5,28,22.4,100.8,B,72.4,A,92.4,B
14,21,10.5,94.5,A,55.5,A,91.5,C
13,32,9.84615384615385,125.538461538462,A,80.8461538461538,A,116.846153846154,C
11,31,22.5454545454545,107.090909090909,B,89.5454545454545,A,113.545454545455,B
15,29,7.73333333333333,36.7333333333333,A,63.7333333333333,A,75.7333333333333,A
5,42,33.6,75.6,A,103.6,A,113.6,A
